,uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,Unnamed: 21
196,197,P01,P01_01,throw something into the bin,15:09.3,15:11.5,54559,54688,throw,8,container:tofu,29,['container:tofu'],"[29, 25]",,,,,,,,
197,198,P01,P01_01,throw something into the bin,15:11.4,15:13.6,54685,54815,throw,8,container:tofu,29,['container:tofu'],"[29, 25]",,,,,,,,
198,199,P01,P01_01,throw tupperware container into the bin,15:17.6,15:18.4,55056,55105,throw,8,container:tupperware,29,"['container:tupperware', 'bin']","[29, 25]",,,,,,,,
199,200,P01,P01_01,take spatula,15:21.6,15:22.4,55298,55343,take,0,spatula,22,['spatula'],[22],,,,,,,,
200,201,P01,P01_01,stir vegetables in tofu,15:21.7,15:28.7,55299,55721,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
201,202,P01,P01_01,take rice,15:28.6,15:29.9,55717,55797,take,0,rice,44,['rice'],[44],,,,,,,,
202,203,P01,P01_01,pour rice into water,15:31.8,15:37.6,55906,56256,pour,7,rice,44,"['rice', 'water']","[44, 17]","(4,1)","(4,1)",0,0,0,0,both,
203,204,P01,P01_01,pour rice into water,15:38.5,15:42.9,56307,56577,pour,7,rice,44,"['rice', 'water']","[44, 17]","(4,1)","(4,1)",0,0,0,0,both,
204,205,P01,P01_01,fold rice bag,15:45.5,15:51.6,56727,57096,fold,46,bag:rice,20,['bag:rice'],[20],,,,,,,,
205,206,P01,P01_01,close rice bag,15:51.7,15:53.0,57102,57182,close,3,bag:rice,20,['bag:rice'],[20],,,,,,,,
206,207,P01,P01_01,open cupboard,15:54.0,15:55.0,57237,57300,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
207,208,P01,P01_01,put rice into cupboard,15:55.1,15:56.9,57303,57412,put,1,rice,44,"['rice', 'cupboard']","[44, 8]",,,,,,,,
208,209,P01,P01_01,stir vegetables in tofu,15:59.3,16:09.6,57556,58175,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,0,0,0,0,both,
209,210,P01,P01_01,take spatula,15:59.5,16:00.5,57569,57630,take,0,spatula,22,['spatula'],[22],,,,,,,,
210,211,P01,P01_01,take bottle,16:10.4,16:11.2,58225,58269,take,0,bottle,28,['bottle'],[28],,,,,,,,
211,212,P01,P01_01,open top,16:11.3,16:12.0,58275,58317,open,2,top,78,['top'],[78],,,,,,,,
212,213,P01,P01_01,pour water into bottle,16:13.4,16:24.8,58404,59088,pour,7,water,17,"['water', 'bottle']","[17, 28]",,,,,,,,
213,214,P01,P01_01,close top,16:23.6,16:25.7,59018,59140,close,3,top,78,['top'],[78],,,,,,,,
214,215,P01,P01_01,put bottle onto table,16:26.4,16:28.2,59185,59289,put,1,bottle,28,"['bottle', 'table']","[28, 53]",,,,,,,,
215,216,P01,P01_01,take cutlery,16:29.6,16:33.6,59376,59616,take,0,cutlery,75,['cutlery'],[75],,,,,,,,
216,217,P01,P01_01,open cupboard,16:34.5,16:37.1,59672,59824,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
217,218,P01,P01_01,put cutlery into cupboard,16:37.2,16:47.9,59830,60475,put,1,cutlery,75,"['cutlery', 'cupboard']","[75, 8]",,,,,,,,
218,219,P01,P01_01,close drawer,16:47.7,16:49.5,60460,60567,close,3,drawer,9,['drawer'],[9],,,,,,,,
219,220,P01,P01_01,take spatula,16:49.9,16:50.9,60596,60653,take,0,spatula,22,['spatula'],[22],,,,,,,,
220,221,P01,P01_01,stir vegetables and tofu,16:50.9,16:58.0,60654,61082,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
221,222,P01,P01_01,adjust,16:58.2,17:00.2,61092,61212,adjust,17,vegetable,90,['vegetable'],[90],,,,,,,,
222,223,P01,P01_01,stir vegetables,17:00.6,17:05.1,61233,61503,stir,6,vegetable,90,['vegetable'],[90],"(4,1)","(4,1)",-1,-1,0,0,right,
223,224,P01,P01_01,stir rice,17:05.4,17:12.7,61524,61963,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
224,225,P01,P01_01,put down spatula,17:13.6,17:14.6,62015,62073,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
225,226,P01,P01_01,take spoon,17:15.0,17:17.6,62102,62257,take,0,spoon,7,['spoon'],[7],,,,,,,,
226,227,P01,P01_01,take glass,17:17.0,17:21.4,62217,62485,take,0,glass,16,['glass'],[16],,,,,,,,
227,228,P01,P01_01,put down,17:20.2,17:28.7,62413,62920,put-down,1,glass,16,['glass'],[16],,,,,,,,
228,229,P01,P01_01,put down glass,17:21.5,17:26.0,62491,62762,put-down,1,glass,16,['glass'],[16],,,,,,,,
229,230,P01,P01_01,open drawer,17:26.3,17:28.4,62778,62904,open,2,drawer,9,['drawer'],[9],,,,,,,,
230,231,P01,P01_01,take spatula,17:31.7,17:32.8,63100,63166,take,0,spatula,22,['spatula'],[22],,,,,,,,
231,232,P01,P01_01,stir vegetables into a bowl,17:31.9,17:47.4,63112,64045,stir,6,vegetable,90,"['vegetable', 'bowl']","[90, 6]","(4,1)",,-1,-1,0,0,right,
232,233,P01,P01_01,put down spatula,17:46.5,17:47.6,63992,64055,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
233,234,P01,P01_01,take container,17:54.1,17:56.3,64449,64576,take,0,container,29,['container'],[29],,,,,,,,
234,235,P01,P01_01,open container,17:55.4,17:56.7,64522,64602,open,2,container,29,['container'],[29],,,,,,,,
235,236,P01,P01_01,take container out of container,17:57.1,17:58.8,64625,64729,take,0,container,29,"['container', 'container']","[29, 29]",,,,,,,,
236,237,P01,P01_01,close container,17:59.0,18:03.6,64741,65014,close,3,container,29,['container'],[29],,,,,,,,
237,238,P01,P01_01,put container back into cupboard,18:03.7,18:04.6,65020,65073,put,1,container,29,"['container', 'cupboard']","[29, 8]",,,,,,,,
238,239,P01,P01_01,take spatula,18:06.4,18:08.0,65186,65277,take,0,spatula,22,['spatula'],[22],,,,,,,,
239,240,P01,P01_01,stir rice,18:07.5,18:12.3,65248,65539,stir,6,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
240,241,P01,P01_01,stir vegetables and tofu,18:14.3,18:23.4,65655,66203,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
241,242,P01,P01_01,still stirring vegetables and tofu,18:19.0,18:51.3,65941,67875,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
242,243,P01,P01_01,put down spatula,18:51.9,18:53.8,67915,68025,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
243,244,P01,P01_01,stir vegetables,19:23.1,19:32.0,69785,70318,stir,6,vegetable,90,['vegetable'],[90],"(4,1)","(4,1)",-1,-1,0,0,right,
244,245,P01,P01_01,stir rice,19:32.1,19:38.4,70329,70704,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
245,246,P01,P01_01,put down spatula,19:38.6,19:40.5,70714,70831,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
246,248,P01,P01_01,take spatula,20:14.2,20:15.4,72849,72924,take,0,spatula,22,['spatula'],[22],,,,,,,,
247,249,P01,P01_01,put down spatula,20:15.2,20:25.8,72911,73550,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
248,250,P01,P01_01,stir vegetables and tofu,20:15.3,20:25.7,72919,73543,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
249,251,P01,P01_01,take spoon,20:25.6,20:26.6,73536,73596,take,0,spoon,7,['spoon'],[7],,,,,,,,
250,252,P01,P01_01,scoop rice,20:27.7,20:30.7,73663,73840,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
251,253,P01,P01_01,taste rice,20:31.6,20:36.0,73894,74162,taste,39,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,7,0,right,
252,254,P01,P01_01,put down spoon,20:36.1,20:38.9,74168,74335,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
253,255,P01,P01_01,open cupboard,20:47.9,20:49.8,74873,74985,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
254,256,P01,P01_01,take drainer,20:51.0,20:53.0,75063,75179,take,0,drainer,61,['drainer'],[61],,,,,,,,
255,257,P01,P01_01,take glass and bottle,21:04.0,21:05.4,75839,75921,take,0,glass,16,"['glass', 'bottle']","[16, 28]",,,,,,,,
256,258,P01,P01_01,pour water onto glass,21:05.0,21:10.4,75900,76222,pour,7,water,17,"['water', 'glass']","[17, 16]",,,,,,,,
257,259,P01,P01_01,drink water,21:10.9,21:16.7,76255,76599,drink,58,water,17,['water'],[17],,,,,,,,
258,260,P01,P01_01,put down bottle,21:12.5,21:14.0,76353,76437,put-down,1,bottle,28,['bottle'],[28],,,,,,,,
259,261,P01,P01_01,put down glass,21:16.1,21:17.6,76567,76656,put-down,1,glass,16,['glass'],[16],,,,,,,,
260,262,P01,P01_01,take spatula,21:20.7,21:21.5,76843,76892,take,0,spatula,22,['spatula'],[22],,,,,,,,
261,263,P01,P01_01,stir vegetables and tofu,21:21.7,21:32.7,76903,77562,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
262,264,P01,P01_01,still stirring vegetables and tofu,21:29.6,21:36.3,77373,77776,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
263,265,P01,P01_01,put down spatula,21:36.0,21:37.0,77757,77818,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
264,266,P01,P01_01,take spatula,21:44.5,21:45.5,78270,78327,take,0,spatula,22,['spatula'],[22],,,,,,,,
265,267,P01,P01_01,stir rice,21:46.3,21:52.2,78376,78730,stir,6,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
266,268,P01,P01_01,put down spatula,21:51.5,21:54.0,78688,78841,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
267,271,P01,P01_01,take spoon,22:33.7,22:35.5,81219,81328,take,0,spoon,7,['spoon'],[7],,,,,,,,
268,272,P01,P01_01,scoop rice,22:35.2,22:39.8,81315,81587,scoop,19,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
269,273,P01,P01_01,taste rice,22:39.8,22:45.4,81586,81924,taste,39,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,7,0,right,
270,274,P01,P01_01,put down spoon,22:46.0,22:49.6,81960,82176,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
271,275,P01,P01_01,turn off hob,22:49.7,22:53.8,82183,82428,turn-off,15,hob,47,['hob'],[47],,,,,,,,
272,276,P01,P01_01,take saucepan,23:12.8,23:15.1,83567,83707,take,0,saucepan,1,['saucepan'],[1],"(4,1)",,0,0,-1,-1,left,
273,277,P01,P01_01,drain saucepan,23:16.6,23:21.3,83793,84077,drain,48,saucepan,1,['saucepan'],[1],"(5,1)","(4,1)",0,0,-1,-1,left,
274,278,P01,P01_01,drain rice,23:22.0,23:28.8,84118,84528,drain,48,rice,44,['rice'],[44],"(5,1)","(5,1)",-1,-1,0,0,right,
275,279,P01,P01_01,pour rice onto pan,23:29.7,23:33.1,84580,84786,pour,7,rice,44,"['rice', 'pan']","[44, 1]","(5,1)","(5,1)",-1,-1,0,0,right,
276,280,P01,P01_01,put on drainer,23:33.0,23:34.0,84780,84840,put-on,1,drainer,61,['drainer'],[61],,,,,,,,
277,281,P01,P01_01,scoop rice,23:34.7,23:44.2,84882,85453,scoop,19,rice,44,['rice'],[44],"(5,1)","(5,1)",-1,-1,0,0,right,
278,282,P01,P01_01,put down saucepan,23:44.2,23:46.0,85452,85558,put-down,1,saucepan,1,['saucepan'],[1],,,,,,,,
279,283,P01,P01_01,put down drainer,23:46.1,23:47.8,85568,85668,put-down,1,drainer,61,['drainer'],[61],,,,,,,,
280,284,P01,P01_01,put down spatula,23:48.4,23:49.2,85702,85751,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
281,285,P01,P01_01,take spatula,23:49.5,23:50.2,85769,85814,take,0,spatula,22,['spatula'],[22],,,,,,,,
282,286,P01,P01_01,stir vegetables rice and tofu,23:50.7,23:56.3,85843,86180,stir,6,vegetable,90,"['vegetable', 'rice:vegetable', 'tofu']","[90, 44, 159]","(4,1)","(5,1)",-1,-1,0,0,right,
283,287,P01,P01_01,put down spatula,23:56.4,23:57.0,86181,86221,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
284,288,P01,P01_01,pour curry powder,23:57.0,24:03.6,86217,86617,pour,7,powder:curry,155,['powder:curry'],[155],"(4,1)","(4,1)",-1,-1,0,0,right,
285,289,P01,P01_01,take curry powder,23:57.1,23:57.8,86228,86269,take,0,powder:curry,155,['powder:curry'],[155],,,,,,,,
286,290,P01,P01_01,open curry powder,23:58.2,23:59.2,86293,86349,open,2,powder:curry,155,['powder:curry'],[155],,,,,,,,
287,291,P01,P01_01,put down curry powder,24:03.0,24:04.1,86577,86643,put-down,1,powder:curry,155,['powder:curry'],[155],,,,,,,,
288,292,P01,P01_01,take spatula,24:03.9,24:04.9,86631,86695,take,0,spatula,22,['spatula'],[22],,,,,,,,
289,293,P01,P01_01,stir rice,24:04.9,24:17.0,86692,87420,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
290,294,P01,P01_01,still stirring rice,24:15.3,24:22.6,87320,87756,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
291,295,P01,P01_01,still stirring rice,24:22.7,24:29.9,87762,88196,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
292,296,P01,P01_01,still stirring rice,24:30.0,25:05.3,88202,90316,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
293,297,P01,P01_01,turn off hob,25:04.5,25:07.4,90271,90445,turn-off,15,hob,47,['hob'],[47],,,,,,,,
294,298,P01,P01_01,stir rice,25:08.1,25:18.1,90483,91084,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
295,299,P01,P01_01,still stirring rice,25:18.2,25:26.2,91090,91572,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
296,300,P01,P01_01,still stirring rice,25:24.0,25:48.5,91440,92910,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
297,301,P01,P01_01,put down spatula,25:48.8,25:49.9,92925,92991,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
298,302,P01,P01_01,close curry powder,25:50.1,25:54.1,93006,93247,close,3,powder:curry,155,['powder:curry'],[155],,,,,,,,
299,303,P01,P01_01,put curry powder down,25:54.4,25:55.2,93266,93311,put,1,powder:curry,155,['powder:curry'],[155],,,,,,,,
300,304,P01,P01_01,take container,25:55.5,25:56.8,93332,93407,take,0,container,29,['container'],[29],,,,,,,,
301,305,P01,P01_01,take spatula,25:56.8,25:58.7,93409,93520,take,0,spatula,22,['spatula'],[22],,,,,,,,
302,306,P01,P01_01,pour rice into container,25:57.6,26:03.0,93457,93778,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
303,307,P01,P01_01,pour rice into container,26:00.8,26:13.8,93649,94426,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
304,308,P01,P01_01,scoop rice,26:02.5,26:04.3,93751,93856,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
305,309,P01,P01_01,pour rice into container,26:04.4,26:06.1,93862,93967,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
306,310,P01,P01_01,scoop rice,26:06.5,26:08.5,93988,94108,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
307,311,P01,P01_01,put down container,26:13.9,26:14.7,94433,94479,put-down,1,container,29,['container'],[29],,,,,,,,
308,312,P01,P01_01,put down spatula,26:14.2,26:15.3,94451,94518,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
309,313,P01,P01_01,take plate,26:15.4,26:17.3,94522,94637,take,0,plate,4,['plate'],[4],,,,,,,,
310,314,P01,P01_01,put down plate,26:17.8,26:19.2,94666,94749,put-down,1,plate,4,['plate'],[4],,,,,,,,
311,315,P01,P01_01,take spatula,26:19.2,26:20.2,94753,94809,take,0,spatula,22,['spatula'],[22],,,,,,,,
312,316,P01,P01_01,pour rice onto plate,26:20.1,26:32.6,94806,95553,pour,7,rice,44,"['rice', 'plate']","[44, 4]","(3,1)",,0,0,0,0,both,
313,317,P01,P01_01,scoop rice,26:33.9,26:39.8,95632,95991,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",0,0,0,0,both,
314,318,P01,P01_01,scoop rice,26:40.7,26:46.0,96040,96362,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",0,0,0,0,both,
315,319,P01,P01_01,pour rice into container,26:46.1,26:58.1,96366,97087,pour,7,rice,44,"['rice', 'container']","[44, 29]","(3,1)","(3,1)",0,0,0,0,both,
316,320,P01,P01_01,scoop rice,26:46.2,26:58.7,96374,97123,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",-1,-1,0,0,right,
317,321,P01,P01_01,put down spatula,26:58.2,27:00.5,97089,97230,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
318,322,P01,P01_01,put down pan,27:01.0,27:03.1,97259,97387,put-down,1,pan,1,['pan'],[1],,,,,,,,
319,323,P01,P01_01,open tap,27:05.3,27:07.0,97516,97617,open,2,tap,3,['tap'],[3],,,,,,,,
320,324,P01,P01_01,washing pan,27:07.1,27:09.7,97624,97782,wash,4,pan,1,['pan'],[1],,,,,,,,
321,325,P01,P01_01,wash saucepan,27:10.1,27:13.6,97807,98014,wash,4,saucepan,1,['saucepan'],[1],,,,,,,,
322,326,P01,P01_01,wash drainer,27:13.7,27:15.2,98021,98112,wash,4,drainer,61,['drainer'],[61],,,,,,,,
323,327,P01,P01_01,close tap,27:15.0,27:16.1,98098,98167,close,3,tap,3,['tap'],[3],,,,,,,,
324,328,P01,P01_01,take plate,27:17.6,27:19.7,98257,98383,take,0,plate,4,['plate'],[4],,,,,,,,
325,329,P01,P01_01,put down plate,27:20.4,27:21.7,98424,98501,put-down,1,plate,4,['plate'],[4],,,,,,,,
545,550,P01,P01_05,open fridge,00:04.1,00:05.9,248,355,open,2,fridge,10,['fridge'],[10],,,,,,,,
546,551,P01,P01_05,take mushrooms,00:06.5,00:08.1,390,484,take,0,mushroom,110,['mushroom'],[110],"(0,3)","(0,0)",-1,-1,0,0,right,
547,552,P01,P01_05,move container,00:08.0,00:08.7,481,522,move,9,container,29,['container'],[29],,,,,,,,
548,553,P01,P01_05,take sausages,00:08.7,00:14.2,524,853,take,0,sausage,84,['sausage'],[84],"(0,3)","(0,3)",-1,-1,0,0,right,
549,554,P01,P01_05,put mushrooms into fridge,00:14.2,00:16.2,849,973,put,1,mushroom,110,"['mushroom', 'fridge']","[110, 10]","(0,3)","(0,3)",0,0,-1,-1,left,
550,555,P01,P01_05,close fridge,00:16.3,00:19.9,979,1192,close,3,fridge,10,['fridge'],[10],,,,,,,,
551,556,P01,P01_05,put down sausages,00:22.3,00:24.3,1339,1458,put-down,1,sausage,84,['sausage'],[84],,,,,,,,
552,557,P01,P01_05,take cutting board,00:25.5,00:27.9,1530,1672,take,0,board:cutting,19,['board:cutting'],[19],"(5,1)",,-1,-1,0,0,right,
553,558,P01,P01_05,put down cutting board,00:27.5,00:29.3,1651,1757,put-down,1,board:cutting,19,['board:cutting'],[19],,,,,,,,
554,559,P01,P01_05,open cupboard,00:30.0,00:31.1,1801,1866,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
555,560,P01,P01_05,put cup into cupboard,00:30.7,00:33.5,1845,2010,put,1,cup,23,"['cup', 'cupboard']","[23, 8]",,,,,,,,
556,561,P01,P01_05,take plate,00:34.8,00:36.9,2087,2214,take,0,plate,4,['plate'],[4],,,,,,,,
557,562,P01,P01_05,take plate,00:36.9,00:40.0,2217,2397,take,0,plate,4,['plate'],[4],,,,,,,,
558,563,P01,P01_05,put down plate,00:40.3,00:41.6,2418,2493,put-down,1,plate,4,['plate'],[4],,,,,,,,
559,564,P01,P01_05,put plate into cupboard,00:42.1,00:44.7,2529,2679,put,1,plate,4,"['plate', 'cupboard']","[4, 8]",,,,,,,,
560,565,P01,P01_05,take saucepan,00:46.0,00:47.8,2760,2871,take,0,saucepan,1,['saucepan'],[1],,,,,,,,
561,566,P01,P01_05,open cupboard,00:48.5,00:49.2,2907,2952,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
562,567,P01,P01_05,move saucepans,00:50.9,00:52.1,3054,3123,move,9,saucepan,1,['saucepan'],[1],,,,,,,,
563,568,P01,P01_05,put saucepan into cupboard,00:54.4,00:55.7,3264,3339,put,1,saucepan,1,"['saucepan', 'cupboard']","[1, 8]",,,,,,,,
564,569,P01,P01_05,take saucepan,00:56.3,01:00.0,3378,3600,take,0,saucepan,1,['saucepan'],[1],,,,,,,,
565,570,P01,P01_05,put on saucepan,01:00.2,01:01.4,3613,3685,put-on,1,saucepan,1,['saucepan'],[1],,,,,,,,
566,571,P01,P01_05,take bowls,01:04.5,01:08.4,3871,4106,take,0,bowl,6,['bowl'],[6],,,,,,,,
567,572,P01,P01_05,put bowls into cupboard,01:10.3,01:13.8,4217,4429,put,1,bowl,6,"['bowl', 'cupboard']","[6, 8]",,,,,,,,
568,573,P01,P01_05,take colander,01:17.3,01:19.6,4641,4774,take,0,colander,42,['colander'],[42],,,,,,,,
569,574,P01,P01_05,take lid,01:19.6,01:21.3,4777,4876,take,0,lid,11,['lid'],[11],,,,,,,,
570,575,P01,P01_05,take glass,01:21.4,01:22.8,4882,4965,take,0,glass,16,['glass'],[16],,,,,,,,
571,576,P01,P01_05,put glass into cupboard,01:23.2,01:24.7,4993,5079,put,1,glass,16,"['glass', 'cupboard']","[16, 8]",,,,,,,,
572,577,P01,P01_05,take ladle,01:25.9,01:27.6,5152,5254,take,0,ladle,109,['ladle'],[109],,,,,,,,
573,578,P01,P01_05,take cloth,01:33.2,01:34.5,5593,5667,take,0,cloth,32,['cloth'],[32],,,,,,,,
574,579,P01,P01_05,dry ladle,01:34.5,01:44.7,5671,6279,dry,11,ladle,109,['ladle'],[109],,,,,,,,
575,580,P01,P01_05,dry ladle,01:34.5,01:44.9,5673,6291,dry,11,ladle,109,['ladle'],[109],,,,,,,,
576,581,P01,P01_05,open drawer,01:44.8,01:46.0,6285,6357,open,2,drawer,9,['drawer'],[9],,,,,,,,
577,582,P01,P01_05,put ladle back into drawer,01:46.1,01:46.9,6363,6412,put,1,ladle,109,"['ladle', 'drawer']","[109, 9]",,,,,,,,
578,583,P01,P01_05,take knife,01:49.9,01:50.9,6591,6651,take,0,knife,5,['knife'],[5],,,,,,,,
579,584,P01,P01_05,dry knife,01:50.9,01:51.8,6654,6705,dry,11,knife,5,['knife'],[5],,,,,,,,
580,585,P01,P01_05,put down knife,01:51.9,01:52.5,6716,6750,put-down,1,knife,5,['knife'],[5],,,,,,,,
581,586,P01,P01_05,take spatula,01:52.7,01:53.8,6765,6829,take,0,spatula,22,['spatula'],[22],,,,,,,,
582,587,P01,P01_05,take cutlery,01:55.0,01:58.1,6901,7085,take,0,cutlery,75,['cutlery'],[75],,,,,,,,
583,588,P01,P01_05,open drawer,01:59.7,02:01.8,7179,7306,open,2,drawer,9,['drawer'],[9],,,,,,,,
584,589,P01,P01_05,put down cloth,02:00.3,02:01.5,7215,7290,put-down,1,cloth,32,['cloth'],[32],,,,,,,,
585,590,P01,P01_05,put down spatula,02:01.7,02:02.7,7302,7359,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
586,591,P01,P01_05,put spatula into drawer,02:01.9,02:02.6,7311,7356,put,1,spatula,22,"['spatula', 'drawer']","[22, 9]",,,,,,,,
587,592,P01,P01_05,put down cutleries,02:02.9,02:06.4,7376,7581,put-down,1,cutlery,75,['cutlery'],[75],,,,,,,,
588,593,P01,P01_05,open drawer,02:06.5,02:07.8,7587,7670,open,2,drawer,9,['drawer'],[9],,,,,,,,
589,594,P01,P01_05,put down cutleries,02:08.9,02:20.4,7736,8421,put-down,1,cutlery,75,['cutlery'],[75],,,,,,,,
590,595,P01,P01_05,close drawers,02:19.8,02:21.8,8387,8507,close,3,drawer,9,['drawer'],[9],,,,,,,,
591,596,P01,P01_05,close cupboard,02:22.1,02:24.4,8525,8664,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
592,597,P01,P01_05,close cupboard,02:22.2,02:23.8,8530,8629,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
593,598,P01,P01_05,close cupboard,02:24.5,02:26.3,8670,8779,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
594,599,P01,P01_05,open cupboard,02:26.6,02:28.4,8794,8905,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
595,600,P01,P01_05,take potato,02:28.3,02:30.3,8895,9019,take,0,potato,27,['potato'],[27],"(5,1)",,-1,-1,0,0,right,
596,601,P01,P01_05,put lid into cupboard,02:32.5,02:36.9,9151,9416,put,1,lid,11,"['lid', 'cupboard']","[11, 8]",,,,,,,,
597,602,P01,P01_05,close cupboard,02:36.9,02:38.3,9412,9498,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
598,603,P01,P01_05,move sausages,02:39.5,02:40.6,9567,9633,move,9,sausage,84,['sausage'],[84],"(5,1)","(5,1)",-1,-1,0,0,right,
599,604,P01,P01_05,move cutting board,02:41.6,02:42.9,9693,9775,move,9,board:cutting,19,['board:cutting'],[19],,,,,,,,
600,605,P01,P01_05,take kettle,02:44.9,02:45.9,9893,9956,take,0,kettle,38,['kettle'],[38],,,,,,,,
601,606,P01,P01_05,open kettle,02:46.4,02:47.2,9985,10030,open,2,kettle,38,['kettle'],[38],,,,,,,,
602,607,P01,P01_05,turn off top,02:48.0,02:48.9,10083,10135,turn-off,15,top,78,['top'],[78],,,,,,,,
603,608,P01,P01_05,pour water into kettle,02:48.8,03:00.6,10130,10834,pour,7,water,17,"['water', 'kettle']","[17, 38]",,,,,,,,
604,609,P01,P01_05,close kettle,03:00.3,03:01.6,10821,10899,close,3,kettle,38,['kettle'],[38],,,,,,,,
605,610,P01,P01_05,close tap,03:00.7,03:01.4,10840,10885,close,3,tap,3,['tap'],[3],,,,,,,,
606,611,P01,P01_05,put down kettle,03:02.3,03:04.2,10938,11053,put-down,1,kettle,38,['kettle'],[38],,,,,,,,
607,612,P01,P01_05,turn on kettle,03:04.2,03:05.2,11050,11111,turn-on,12,kettle,38,['kettle'],[38],,,,,,,,
608,613,P01,P01_05,take spoon,03:06.8,03:07.8,11206,11268,take,0,spoon,7,['spoon'],[7],,,,,,,,
609,614,P01,P01_05,open drawer,03:10.4,03:11.3,11424,11476,open,2,drawer,9,['drawer'],[9],,,,,,,,
610,615,P01,P01_05,put spoon,03:11.2,03:12.2,11474,11530,put,1,spoon,7,['spoon'],[7],,,,,,,,
