uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid ,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,
203,P01,P01_01,pour rice into water,15:31.8,15:37.6,55906,56256,pour,7,rice,44,"['rice', 'water']","[44, 17]","(4,1)","(4,1)",0,0,0,0,both,
204,P01,P01_01,pour rice into water,15:38.5,15:42.9,56307,56577,pour,7,rice,44,"['rice', 'water']","[44, 17]","(4,1)","(4,1)",0,0,0,0,both,
205,P01,P01_01,fold rice bag,15:45.5,15:51.6,56727,57096,fold,46,bag:rice,20,['bag:rice'],[20],,,,,,,,
206,P01,P01_01,close rice bag,15:51.7,15:53.0,57102,57182,close,3,bag:rice,20,['bag:rice'],[20],,,,,,,,
207,P01,P01_01,open cupboard,15:54.0,15:55.0,57237,57300,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
208,P01,P01_01,put rice into cupboard,15:55.1,15:56.9,57303,57412,put,1,rice,44,"['rice', 'cupboard']","[44, 8]",,,,,,,,
209,P01,P01_01,stir vegetables in tofu,15:59.3,16:09.6,57556,58175,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,0,0,0,0,both,
210,P01,P01_01,take spatula,15:59.5,16:00.5,57569,57630,take,0,spatula,22,['spatula'],[22],,,,,,,,
211,P01,P01_01,take bottle,16:10.4,16:11.2,58225,58269,take,0,bottle,28,['bottle'],[28],,,,,,,,
212,P01,P01_01,open top,16:11.3,16:12.0,58275,58317,open,2,top,78,['top'],[78],,,,,,,,
213,P01,P01_01,pour water into bottle,16:13.4,16:24.8,58404,59088,pour,7,water,17,"['water', 'bottle']","[17, 28]",,,,,,,,
214,P01,P01_01,close top,16:23.6,16:25.7,59018,59140,close,3,top,78,['top'],[78],,,,,,,,
215,P01,P01_01,put bottle onto table,16:26.4,16:28.2,59185,59289,put,1,bottle,28,"['bottle', 'table']","[28, 53]",,,,,,,,
216,P01,P01_01,take cutlery,16:29.6,16:33.6,59376,59616,take,0,cutlery,75,['cutlery'],[75],,,,,,,,
217,P01,P01_01,open cupboard,16:34.5,16:37.1,59672,59824,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
218,P01,P01_01,put cutlery into cupboard,16:37.2,16:47.9,59830,60475,put,1,cutlery,75,"['cutlery', 'cupboard']","[75, 8]",,,,,,,,
219,P01,P01_01,close drawer,16:47.7,16:49.5,60460,60567,close,3,drawer,9,['drawer'],[9],,,,,,,,
220,P01,P01_01,take spatula,16:49.9,16:50.9,60596,60653,take,0,spatula,22,['spatula'],[22],,,,,,,,
221,P01,P01_01,stir vegetables and tofu,16:50.9,16:58.0,60654,61082,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
222,P01,P01_01,adjust,16:58.2,17:00.2,61092,61212,adjust,17,vegetable,90,['vegetable'],[90],,,,,,,,
223,P01,P01_01,stir vegetables,17:00.6,17:05.1,61233,61503,stir,6,vegetable,90,['vegetable'],[90],"(4,1)","(4,1)",-1,-1,0,0,right,
224,P01,P01_01,stir rice,17:05.4,17:12.7,61524,61963,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
225,P01,P01_01,put down spatula,17:13.6,17:14.6,62015,62073,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
226,P01,P01_01,take spoon,17:15.0,17:17.6,62102,62257,take,0,spoon,7,['spoon'],[7],,,,,,,,
227,P01,P01_01,take glass,17:17.0,17:21.4,62217,62485,take,0,glass,16,['glass'],[16],,,,,,,,
228,P01,P01_01,put down,17:20.2,17:28.7,62413,62920,put-down,1,glass,16,['glass'],[16],,,,,,,,
229,P01,P01_01,put down glass,17:21.5,17:26.0,62491,62762,put-down,1,glass,16,['glass'],[16],,,,,,,,
230,P01,P01_01,open drawer,17:26.3,17:28.4,62778,62904,open,2,drawer,9,['drawer'],[9],,,,,,,,
231,P01,P01_01,take spatula,17:31.7,17:32.8,63100,63166,take,0,spatula,22,['spatula'],[22],,,,,,,,
232,P01,P01_01,stir vegetables into a bowl,17:31.9,17:47.4,63112,64045,stir,6,vegetable,90,"['vegetable', 'bowl']","[90, 6]","(4,1)",,-1,-1,0,0,right,
233,P01,P01_01,put down spatula,17:46.5,17:47.6,63992,64055,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
234,P01,P01_01,take container,17:54.1,17:56.3,64449,64576,take,0,container,29,['container'],[29],,,,,,,,
235,P01,P01_01,open container,17:55.4,17:56.7,64522,64602,open,2,container,29,['container'],[29],,,,,,,,
236,P01,P01_01,take container out of container,17:57.1,17:58.8,64625,64729,take,0,container,29,"['container', 'container']","[29, 29]",,,,,,,,
237,P01,P01_01,close container,17:59.0,18:03.6,64741,65014,close,3,container,29,['container'],[29],,,,,,,,
238,P01,P01_01,put container back into cupboard,18:03.7,18:04.6,65020,65073,put,1,container,29,"['container', 'cupboard']","[29, 8]",,,,,,,,
239,P01,P01_01,take spatula,18:06.4,18:08.0,65186,65277,take,0,spatula,22,['spatula'],[22],,,,,,,,
240,P01,P01_01,stir rice,18:07.5,18:12.3,65248,65539,stir,6,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
241,P01,P01_01,stir vegetables and tofu,18:14.3,18:23.4,65655,66203,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
242,P01,P01_01,still stirring vegetables and tofu,18:19.0,18:51.3,65941,67875,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
243,P01,P01_01,put down spatula,18:51.9,18:53.8,67915,68025,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
244,P01,P01_01,stir vegetables,19:23.1,19:32.0,69785,70318,stir,6,vegetable,90,['vegetable'],[90],"(4,1)","(4,1)",-1,-1,0,0,right,
245,P01,P01_01,stir rice,19:32.1,19:38.4,70329,70704,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
246,P01,P01_01,put down spatula,19:38.6,19:40.5,70714,70831,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
248,P01,P01_01,take spatula,20:14.2,20:15.4,72849,72924,take,0,spatula,22,['spatula'],[22],,,,,,,,
249,P01,P01_01,put down spatula,20:15.2,20:25.8,72911,73550,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
250,P01,P01_01,stir vegetables and tofu,20:15.3,20:25.7,72919,73543,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
251,P01,P01_01,take spoon,20:25.6,20:26.6,73536,73596,take,0,spoon,7,['spoon'],[7],,,,,,,,
252,P01,P01_01,scoop rice,20:27.7,20:30.7,73663,73840,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
253,P01,P01_01,taste rice,20:31.6,20:36.0,73894,74162,taste,39,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,7,0,right,
254,P01,P01_01,put down spoon,20:36.1,20:38.9,74168,74335,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
255,P01,P01_01,open cupboard,20:47.9,20:49.8,74873,74985,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
256,P01,P01_01,take drainer,20:51.0,20:53.0,75063,75179,take,0,drainer,61,['drainer'],[61],,,,,,,,
257,P01,P01_01,take glass and bottle,21:04.0,21:05.4,75839,75921,take,0,glass,16,"['glass', 'bottle']","[16, 28]",,,,,,,,
258,P01,P01_01,pour water onto glass,21:05.0,21:10.4,75900,76222,pour,7,water,17,"['water', 'glass']","[17, 16]",,,,,,,,
259,P01,P01_01,drink water,21:10.9,21:16.7,76255,76599,drink,58,water,17,['water'],[17],,,,,,,,
260,P01,P01_01,put down bottle,21:12.5,21:14.0,76353,76437,put-down,1,bottle,28,['bottle'],[28],,,,,,,,
261,P01,P01_01,put down glass,21:16.1,21:17.6,76567,76656,put-down,1,glass,16,['glass'],[16],,,,,,,,
262,P01,P01_01,take spatula,21:20.7,21:21.5,76843,76892,take,0,spatula,22,['spatula'],[22],,,,,,,,
263,P01,P01_01,stir vegetables and tofu,21:21.7,21:32.7,76903,77562,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)",,-1,-1,0,0,right,
264,P01,P01_01,still stirring vegetables and tofu,21:29.6,21:36.3,77373,77776,stir,6,vegetable,90,"['vegetable', 'tofu']","[90, 159]","(4,1)","(4,1)",-1,-1,0,0,right,
265,P01,P01_01,put down spatula,21:36.0,21:37.0,77757,77818,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
266,P01,P01_01,take spatula,21:44.5,21:45.5,78270,78327,take,0,spatula,22,['spatula'],[22],,,,,,,,
267,P01,P01_01,stir rice,21:46.3,21:52.2,78376,78730,stir,6,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
268,P01,P01_01,put down spatula,21:51.5,21:54.0,78688,78841,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
271,P01,P01_01,take spoon,22:33.7,22:35.5,81219,81328,take,0,spoon,7,['spoon'],[7],,,,,,,,
272,P01,P01_01,scoop rice,22:35.2,22:39.8,81315,81587,scoop,19,rice,44,['rice'],[44],"(4,1)",,-1,-1,0,0,right,
273,P01,P01_01,taste rice,22:39.8,22:45.4,81586,81924,taste,39,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,7,0,right,
274,P01,P01_01,put down spoon,22:46.0,22:49.6,81960,82176,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
275,P01,P01_01,turn off hob,22:49.7,22:53.8,82183,82428,turn-off,15,hob,47,['hob'],[47],,,,,,,,
276,P01,P01_01,take saucepan,23:12.8,23:15.1,83567,83707,take,0,saucepan,1,['saucepan'],[1],"(4,1)",,0,0,-1,-1,left,
277,P01,P01_01,drain saucepan,23:16.6,23:21.3,83793,84077,drain,48,saucepan,1,['saucepan'],[1],"(5,1)","(4,1)",0,0,-1,-1,left,
278,P01,P01_01,drain rice,23:22.0,23:28.8,84118,84528,drain,48,rice,44,['rice'],[44],"(5,1)","(5,1)",-1,-1,0,0,right,
279,P01,P01_01,pour rice onto pan,23:29.7,23:33.1,84580,84786,pour,7,rice,44,"['rice', 'pan']","[44, 1]","(5,1)","(5,1)",-1,-1,0,0,right,
280,P01,P01_01,put on drainer,23:33.0,23:34.0,84780,84840,put-on,1,drainer,61,['drainer'],[61],,,,,,,,
281,P01,P01_01,scoop rice,23:34.7,23:44.2,84882,85453,scoop,19,rice,44,['rice'],[44],"(5,1)","(5,1)",-1,-1,0,0,right,
282,P01,P01_01,put down saucepan,23:44.2,23:46.0,85452,85558,put-down,1,saucepan,1,['saucepan'],[1],,,,,,,,
283,P01,P01_01,put down drainer,23:46.1,23:47.8,85568,85668,put-down,1,drainer,61,['drainer'],[61],,,,,,,,
284,P01,P01_01,put down spatula,23:48.4,23:49.2,85702,85751,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
285,P01,P01_01,take spatula,23:49.5,23:50.2,85769,85814,take,0,spatula,22,['spatula'],[22],,,,,,,,
286,P01,P01_01,stir vegetables rice and tofu,23:50.7,23:56.3,85843,86180,stir,6,vegetable,90,"['vegetable', 'rice:vegetable', 'tofu']","[90, 44, 159]","(4,1)","(5,1)",-1,-1,0,0,right,
287,P01,P01_01,put down spatula,23:56.4,23:57.0,86181,86221,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
288,P01,P01_01,pour curry powder,23:57.0,24:03.6,86217,86617,pour,7,powder:curry,155,['powder:curry'],[155],"(4,1)","(4,1)",-1,-1,0,0,right,
289,P01,P01_01,take curry powder,23:57.1,23:57.8,86228,86269,take,0,powder:curry,155,['powder:curry'],[155],,,,,,,,
290,P01,P01_01,open curry powder,23:58.2,23:59.2,86293,86349,open,2,powder:curry,155,['powder:curry'],[155],,,,,,,,
291,P01,P01_01,put down curry powder,24:03.0,24:04.1,86577,86643,put-down,1,powder:curry,155,['powder:curry'],[155],,,,,,,,
292,P01,P01_01,take spatula,24:03.9,24:04.9,86631,86695,take,0,spatula,22,['spatula'],[22],,,,,,,,
293,P01,P01_01,stir rice,24:04.9,24:17.0,86692,87420,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
294,P01,P01_01,still stirring rice,24:15.3,24:22.6,87320,87756,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
295,P01,P01_01,still stirring rice,24:22.7,24:29.9,87762,88196,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
296,P01,P01_01,still stirring rice,24:30.0,25:05.3,88202,90316,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
297,P01,P01_01,turn off hob,25:04.5,25:07.4,90271,90445,turn-off,15,hob,47,['hob'],[47],,,,,,,,
298,P01,P01_01,stir rice,25:08.1,25:18.1,90483,91084,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
299,P01,P01_01,still stirring rice,25:18.2,25:26.2,91090,91572,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
300,P01,P01_01,still stirring rice,25:24.0,25:48.5,91440,92910,stir,6,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
301,P01,P01_01,put down spatula,25:48.8,25:49.9,92925,92991,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
302,P01,P01_01,close curry powder,25:50.1,25:54.1,93006,93247,close,3,powder:curry,155,['powder:curry'],[155],,,,,,,,
303,P01,P01_01,put curry powder down,25:54.4,25:55.2,93266,93311,put,1,powder:curry,155,['powder:curry'],[155],,,,,,,,
304,P01,P01_01,take container,25:55.5,25:56.8,93332,93407,take,0,container,29,['container'],[29],,,,,,,,
305,P01,P01_01,take spatula,25:56.8,25:58.7,93409,93520,take,0,spatula,22,['spatula'],[22],,,,,,,,
306,P01,P01_01,pour rice into container,25:57.6,26:03.0,93457,93778,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
307,P01,P01_01,pour rice into container,26:00.8,26:13.8,93649,94426,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
308,P01,P01_01,scoop rice,26:02.5,26:04.3,93751,93856,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
309,P01,P01_01,pour rice into container,26:04.4,26:06.1,93862,93967,pour,7,rice,44,"['rice', 'container']","[44, 29]","(4,1)","(4,1)",-1,-1,0,0,right,
310,P01,P01_01,scoop rice,26:06.5,26:08.5,93988,94108,scoop,19,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
311,P01,P01_01,put down container,26:13.9,26:14.7,94433,94479,put-down,1,container,29,['container'],[29],,,,,,,,
312,P01,P01_01,put down spatula,26:14.2,26:15.3,94451,94518,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
313,P01,P01_01,take plate,26:15.4,26:17.3,94522,94637,take,0,plate,4,['plate'],[4],,,,,,,,
314,P01,P01_01,put down plate,26:17.8,26:19.2,94666,94749,put-down,1,plate,4,['plate'],[4],,,,,,,,
315,P01,P01_01,take spatula,26:19.2,26:20.2,94753,94809,take,0,spatula,22,['spatula'],[22],,,,,,,,
316,P01,P01_01,pour rice onto plate,26:20.1,26:32.6,94806,95553,pour,7,rice,44,"['rice', 'plate']","[44, 4]","(3,1)",,0,0,0,0,both,
317,P01,P01_01,scoop rice,26:33.9,26:39.8,95632,95991,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",0,0,0,0,both,
318,P01,P01_01,scoop rice,26:40.7,26:46.0,96040,96362,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",0,0,0,0,both,
319,P01,P01_01,pour rice into container,26:46.1,26:58.1,96366,97087,pour,7,rice,44,"['rice', 'container']","[44, 29]","(3,1)","(3,1)",0,0,0,0,both,
320,P01,P01_01,scoop rice,26:46.2,26:58.7,96374,97123,scoop,19,rice,44,['rice'],[44],"(3,1)","(3,1)",-1,-1,0,0,right,
321,P01,P01_01,put down spatula,26:58.2,27:00.5,97089,97230,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
322,P01,P01_01,put down pan,27:01.0,27:03.1,97259,97387,put-down,1,pan,1,['pan'],[1],,,,,,,,
323,P01,P01_01,open tap,27:05.3,27:07.0,97516,97617,open,2,tap,3,['tap'],[3],,,,,,,,
324,P01,P01_01,washing pan,27:07.1,27:09.7,97624,97782,wash,4,pan,1,['pan'],[1],,,,,,,,
325,P01,P01_01,wash saucepan,27:10.1,27:13.6,97807,98014,wash,4,saucepan,1,['saucepan'],[1],,,,,,,,
326,P01,P01_01,wash drainer,27:13.7,27:15.2,98021,98112,wash,4,drainer,61,['drainer'],[61],,,,,,,,
327,P01,P01_01,close tap,27:15.0,27:16.1,98098,98167,close,3,tap,3,['tap'],[3],,,,,,,,
328,P01,P01_01,take plate,27:17.6,27:19.7,98257,98383,take,0,plate,4,['plate'],[4],,,,,,,,
329,P01,P01_01,put down plate,27:20.4,27:21.7,98424,98501,put-down,1,plate,4,['plate'],[4],,,,,,,,
330,P01,P01_02,take plate,00:05.1,00:06.8,304,410,take,0,plate,4,['plate'],[4],,,,,,,,
331,P01,P01_02,open bin,00:08.6,00:09.3,516,556,open,2,bin,25,['bin'],[25],,,,,,,,
332,P01,P01_02,throw leftovers into bin,00:10.1,00:18.1,607,1087,throw,8,leftover,209,"['leftover', 'bin']","[209, 25]",,,,,,,,
333,P01,P01_02,close bin,00:18.4,00:19.1,1102,1147,close,3,bin,25,['bin'],[25],,,,,,,,
334,P01,P01_02,put down plate,00:21.0,00:22.6,1260,1353,put-down,1,plate,4,['plate'],[4],,,,,,,,
335,P01,P01_02,take sponge,00:24.0,00:25.3,1441,1515,take,0,sponge,21,['sponge'],[21],,,,,,,,
336,P01,P01_02,squeeze sponge,00:24.5,00:25.9,1471,1552,squeeze,21,sponge,21,['sponge'],[21],,,,,,,,
337,P01,P01_02,open tap,00:26.3,00:27.3,1575,1638,open,2,tap,3,['tap'],[3],,,,,,,,
338,P01,P01_02,rinse sponge,00:26.8,00:29.3,1605,1755,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
339,P01,P01_02,take washing up liquid,00:28.7,00:30.2,1722,1810,take-up,0,liquid,71,['liquid'],[71],,,,,,,,
340,P01,P01_02,pour washing up liquid into sponge,00:30.2,00:32.5,1812,1947,pour-up,7,liquid,71,"['liquid', 'sponge']","[71, 21]",,,,,,,,
341,P01,P01_02,squeeze sponge,00:32.5,00:35.5,1948,2132,squeeze,21,sponge,21,['sponge'],[21],,,,,,,,
342,P01,P01_02,take fork,00:34.6,00:35.7,2078,2142,take,0,fork,18,['fork'],[18],,,,,,,,
343,P01,P01_02,wash fork,00:35.5,00:41.2,2129,2474,wash,4,fork,18,['fork'],[18],,,,,,,,
344,P01,P01_02,take knife,00:41.7,00:42.6,2505,2557,take,0,knife,5,['knife'],[5],,,,,,,,
345,P01,P01_02,wash knife,00:42.7,00:49.4,2561,2966,wash,4,knife,5,['knife'],[5],,,,,,,,
346,P01,P01_02,put down knife,00:49.5,00:50.0,2970,3001,put-down,1,knife,5,['knife'],[5],,,,,,,,
347,P01,P01_02,take plate,00:50.3,00:51.1,3019,3068,take,0,plate,4,['plate'],[4],,,,,,,,
348,P01,P01_02,wash plate,00:50.9,01:00.5,3053,3631,wash,4,plate,4,['plate'],[4],,,,,,,,
349,P01,P01_02,still washing plate,01:00.4,01:03.4,3627,3805,wash,4,plate,4,['plate'],[4],,,,,,,,
350,P01,P01_02,put down plate,01:03.2,01:04.1,3789,3847,put-down,1,plate,4,['plate'],[4],,,,,,,,
351,P01,P01_02,take spatula,01:04.2,01:04.9,3853,3891,take,0,spatula,22,['spatula'],[22],,,,,,,,
352,P01,P01_02,open tap,01:06.6,01:07.6,3996,4057,open,2,tap,3,['tap'],[3],,,,,,,,
353,P01,P01_02,rinse spatula,01:07.4,01:09.4,4042,4162,rinse,4,spatula,22,['spatula'],[22],,,,,,,,
354,P01,P01_02,wash spatula,01:09.3,01:17.3,4159,4639,wash,4,spatula,22,['spatula'],[22],,,,,,,,
355,P01,P01_02,still washing spatula,01:16.2,01:21.2,4570,4873,wash,4,spatula,22,['spatula'],[22],,,,,,,,
356,P01,P01_02,put down spatula,01:20.1,01:22.0,4807,4920,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
357,P01,P01_02,take colander,01:22.1,01:22.9,4926,4975,take,0,colander,42,['colander'],[42],,,,,,,,
358,P01,P01_02,wash colander,01:22.9,01:28.3,4974,5300,wash,4,colander,42,['colander'],[42],,,,,,,,
359,P01,P01_02,put down colander,01:28.1,01:29.7,5284,5383,put-down,1,colander,42,['colander'],[42],,,,,,,,
360,P01,P01_02,take saucepan,01:29.8,01:31.4,5387,5482,take,0,saucepan,1,['saucepan'],[1],,,,,,,,
361,P01,P01_02,wash saucepan,01:31.5,01:35.7,5488,5743,wash,4,saucepan,1,['saucepan'],[1],,,,,,,,
362,P01,P01_02,still washing saucepan,01:35.7,01:41.2,5742,6072,wash,4,saucepan,1,['saucepan'],[1],,,,,,,,
363,P01,P01_02,still washing saucepan,01:41.3,01:48.4,6078,6504,wash,4,saucepan,1,['saucepan'],[1],,,,,,,,
364,P01,P01_02,take colander,01:49.2,01:51.3,6550,6677,take,0,colander,42,['colander'],[42],,,,,,,,
365,P01,P01_02,put down saucepan,01:49.2,01:50.9,6550,6654,put-down,1,saucepan,1,['saucepan'],[1],,,,,,,,
366,P01,P01_02,put down colander,01:50.7,01:52.3,6645,6735,put-down,1,colander,42,['colander'],[42],,,,,,,,
367,P01,P01_02,empty pan,01:53.4,01:56.0,6801,6958,empty,18,pan,1,['pan'],[1],,,,,,,,
368,P01,P01_02,wash pan,01:56.7,02:03.9,7001,7436,wash,4,pan,1,['pan'],[1],,,,,,,,
369,P01,P01_02,still washing pan,02:05.1,02:11.4,7507,7882,wash,4,pan,1,['pan'],[1],,,,,,,,
370,P01,P01_02,continue washing pan,02:11.5,02:16.3,7888,8179,wash,4,pan,1,['pan'],[1],,,,,,,,
371,P01,P01_02,put down pan,02:16.3,02:17.9,8179,8275,put-down,1,pan,1,['pan'],[1],,,,,,,,
372,P01,P01_02,take cutting board,02:18.5,02:20.5,8311,8431,take,0,board:cutting,19,['board:cutting'],[19],,,,,,,,
373,P01,P01_02,wash cutting board,02:20.9,02:26.6,8452,8797,wash,4,board:cutting,19,['board:cutting'],[19],,,,,,,,
374,P01,P01_02,still washing cutting board,02:27.7,02:32.2,8863,9133,wash,4,board:cutting,19,['board:cutting'],[19],,,,,,,,
375,P01,P01_02,put down cutting board,02:32.3,02:33.6,9139,9214,put-down,1,board:cutting,19,['board:cutting'],[19],,,,,,,,
376,P01,P01_02,take grater,02:33.8,02:34.8,9225,9287,take,0,grater,131,['grater'],[131],,,,,,,,
377,P01,P01_02,wash grater,02:34.7,02:37.1,9282,9423,wash,4,grater,131,['grater'],[131],,,,,,,,
378,P01,P01_02,still washing grater,02:35.7,02:43.6,9340,9816,wash,4,grater,131,['grater'],[131],,,,,,,,
379,P01,P01_02,put down sponge,02:43.4,02:44.0,9803,9837,put-down,1,sponge,21,['sponge'],[21],,,,,,,,
380,P01,P01_02,put down grater,02:44.8,02:46.7,9890,10004,put-down,1,grater,131,['grater'],[131],,,,,,,,
381,P01,P01_02,take spoon,02:48.3,02:49.3,10098,10160,take,0,spoon,7,['spoon'],[7],,,,,,,,
382,P01,P01_02,take sponge,02:50.8,02:51.5,10249,10287,take,0,sponge,21,['sponge'],[21],,,,,,,,
383,P01,P01_02,wash spoon,02:51.5,02:53.5,10292,10412,wash,4,spoon,7,['spoon'],[7],,,,,,,,
384,P01,P01_02,put down sponge,02:53.0,02:53.7,10378,10422,put-down,1,sponge,21,['sponge'],[21],,,,,,,,
385,P01,P01_02,open tap,02:53.7,02:55.5,10424,10529,open,2,tap,3,['tap'],[3],,,,,,,,
386,P01,P01_02,rinse hand,02:55.4,02:56.5,10521,10587,rinse,4,hand,12,['hand'],[12],,,,,,,,
387,P01,P01_02,rinse spoon,02:56.5,02:59.7,10593,10783,rinse,4,spoon,7,['spoon'],[7],,,,,,,,
388,P01,P01_02,rinse grater,03:01.5,03:08.7,10888,11322,rinse,4,grater,131,['grater'],[131],,,,,,,,
389,P01,P01_02,still rinsing grater,03:08.8,03:19.1,11328,11944,rinse,4,grater,131,['grater'],[131],,,,,,,,
390,P01,P01_02,put down grater,03:19.6,03:20.5,11974,12030,put-down,1,grater,131,['grater'],[131],,,,,,,,
391,P01,P01_02,take colander,03:20.4,03:22.3,12025,12135,take,0,colander,42,['colander'],[42],,,,,,,,
392,P01,P01_02,rinse colander,03:22.4,03:30.7,12145,12639,rinse,4,colander,42,['colander'],[42],,,,,,,,
393,P01,P01_02,still rinsing colander,03:28.2,03:36.9,12489,13015,rinse,4,colander,42,['colander'],[42],,,,,,,,
394,P01,P01_02,put down colander,03:37.5,03:38.4,13048,13105,put-down,1,colander,42,['colander'],[42],,,,,,,,
395,P01,P01_02,take spatula,03:38.3,03:39.6,13101,13176,take,0,spatula,22,['spatula'],[22],,,,,,,,
397,P01,P01_02,put down spatula,03:46.7,03:48.1,13599,13686,put-down,1,spatula,22,['spatula'],[22],,,,,,,,
398,P01,P01_02,take saucepan,03:50.4,03:51.2,13822,13870,take,0,saucepan,1,['saucepan'],[1],,,,,,,,
399,P01,P01_02,rinse saucepan,03:51.3,03:58.9,13876,14336,rinse,4,saucepan,1,['saucepan'],[1],,,,,,,,
400,P01,P01_02,still rinsing saucepan,03:59.0,04:06.2,14342,14772,rinse,4,saucepan,1,['saucepan'],[1],,,,,,,,
401,P01,P01_02,put down saucepan,04:05.7,04:09.0,14739,14937,put-down,1,saucepan,1,['saucepan'],[1],,,,,,,,
402,P01,P01_02,empty pan,04:09.2,04:13.4,14955,15204,empty,18,pan,1,['pan'],[1],,,,,,,,
403,P01,P01_02,empty pan,04:12.4,04:13.9,15145,15234,empty,18,pan,1,['pan'],[1],,,,,,,,
404,P01,P01_02,rinse pan,04:13.8,04:21.4,15226,15686,rinse,4,pan,1,['pan'],[1],,,,,,,,
405,P01,P01_02,wash pan,04:14.0,04:23.0,15240,15779,wash,4,pan,1,['pan'],[1],,,,,,,,
406,P01,P01_02,adjusting top,04:16.7,04:18.3,15404,15496,adjust,17,top,78,['top'],[78],,,,,,,,
407,P01,P01_02,wash pan,04:18.0,04:24.2,15477,15852,wash,4,pan,1,['pan'],[1],,,,,,,,
408,P01,P01_02,still rinsing pan,04:22.5,04:30.9,15750,16254,rinse,4,pan,1,['pan'],[1],,,,,,,,
409,P01,P01_02,washing pans,04:30.6,04:38.5,16235,16710,wash,4,pan,1,['pan'],[1],,,,,,,,
410,P01,P01_02,rinse pan,04:38.9,04:45.9,16734,17152,rinse,4,pan,1,['pan'],[1],,,,,,,,
411,P01,P01_02,still rinsing pan,04:39.2,04:48.7,16752,17321,rinse,4,pan,1,['pan'],[1],,,,,,,,
412,P01,P01_02,put down pan,04:48.8,04:51.0,17327,17458,put-down,1,pan,1,['pan'],[1],,,,,,,,
413,P01,P01_02,take knife,04:50.1,04:51.4,17404,17486,take,0,knife,5,['knife'],[5],,,,,,,,
414,P01,P01_02,rinse knife,04:51.3,04:55.4,17479,17724,rinse,4,knife,5,['knife'],[5],,,,,,,,
